name,sku,description,image_url
Lucidatrice rotativa brushless (solo corpo macchina),dcm849n-xj,"Lucidatrice rotativa brushless (solo corpo macchina)

",/images/dewalt_products_elettroutensili/Lucidatricerotativabrushlesssolocorpomacchina.webp
Sega a banco compatta 210mm,dwe7485-qs,"Sega a banco compatta 210mm

",/images/dewalt_products_elettroutensili/Segaabancocompatta210mm.webp
Troncatrice da 250 mm,dws727-qs,"Troncatrice da 250 mm

Engineered for repeatable accuracy with dual horizontal rails and a stainless steel detent plate with common angles at 0, 15, 22.5, 31.6, 35.3 and 45 degrees, the 1675 watt motor also offers a maximum cutting capacity of 305 x 77mm. Other features include XPS crosscut positioning system for the ultimate in accuracy and visibility with no calibration needed and machined side handles for increased portability on site.",/images/dewalt_products_elettroutensili/Troncatriceda250mm.webp
Lucidatrice roto-Orbitale 125mm XR 18V (senza batterie e caricbatteria),dcm848n-xj,"Lucidatrice roto-Orbitale 125mm XR 18V (senza batterie e caricbatteria)

The DCM848 18V dual action polisher is the perfect cordless solution for polishing applications powered by a powerful brushless motor to prevent stalling in heavy use. To achieve the best finish possible the DCM848 features a free rotating drive to stop the pad when too much pressure is applied, a 15mm throw to remove more material in less time, variable speed control and the 18V XR battery is rotated 90° to avoid contact with the surface.",/images/dewalt_products_elettroutensili/Lucidatriceroto-Orbitale125mmXR18Vsenzabatterieecaricbatteria.webp
Sega circolare compatta 115mm XR 18V 2x5.0Ah,dcs571p2-qw,"Sega circolare compatta 115mm XR 18V 2x5.0Ah

The DCS571 compact cordless circular saw is perfect for cutting sheet materials such as OSB, flooring, and cement board* as well as cutting access panels in floors and cutting roof battens and many other applications on site.\r\n A DEWALT brushless motor and 18V XR battery offers a 38mm maximum depth of cut and 25mm at 45°, while the built in dust blower and Air Lock compatible dust port remove debris from the cut line.\r\n Other features include an electronic brake to ensure the blade is stopped quickly and safely,  tool free depth and bevel adjustment and a rafter hook.\r\n \r\n *Cutting Cement Board requires an optional PCD blade.",/images/dewalt_products_elettroutensili/Segacircolarecompatta115mmXR18V2x50Ah.webp
Cesoia per metalli 18V - solo corpo macchina,dcs491nt-xj,"Cesoia per metalli 18V - solo corpo macchina

",/images/dewalt_products_elettroutensili/Cesoiapermetalli18V-solocorpomacchina.webp
Multifunzione ad oscillazione XR 18V 2 x 5.0Ah,dcs356p2-qw,"Multifunzione ad oscillazione XR 18V 2 x 5.0Ah

Powered by an 18V XR battery and delivering up to 20,000opm, the oscillating multi-tool can perform an outstanding variety of cutting and sanding applications. The new 3 speed selector provides the ultimate speed and application control.",/images/dewalt_products_elettroutensili/MultifunzioneadoscillazioneXR18V2x50Ah.webp
Lucidatrice rotativa senza spazzole XR 18V - 2 X 5Ah,dcm849p2-qw,"Lucidatrice rotativa senza spazzole XR 18V - 2 X 5Ah

",/images/dewalt_products_elettroutensili/LucidatricerotativasenzaspazzoleXR18V-2X5Ah.webp
Multifunzione ad oscillazione XR 18V 2 x 5.0Ah,dcs356p2-qw,"Multifunzione ad oscillazione XR 18V 2 x 5.0Ah

Powered by an 18V XR battery and delivering up to 20,000opm, the oscillating multi-tool can perform an outstanding variety of cutting and sanding applications. The new 3 speed selector provides the ultimate speed and application control.",/images/dewalt_products_elettroutensili/MultifunzioneadoscillazioneXR18V2x50Ah.webp
Multifunzione ad oscillazione XR 18V 2 x 5.0Ah,dcs356p2-qw,"Multifunzione ad oscillazione XR 18V 2 x 5.0Ah

Powered by an 18V XR battery and delivering up to 20,000opm, the oscillating multi-tool can perform an outstanding variety of cutting and sanding applications. The new 3 speed selector provides the ultimate speed and application control.",/images/dewalt_products_elettroutensili/MultifunzioneadoscillazioneXR18V2x50Ah.webp
Lucidatrice rotativa senza spazzole XR 18V - 2 X 5Ah,dcm849p2-qw,"Lucidatrice rotativa senza spazzole XR 18V - 2 X 5Ah

",/images/dewalt_products_elettroutensili/LucidatricerotativasenzaspazzoleXR18V-2X5Ah.webp
Troncatrice radiale 54V XR FLEXVOLT,dcs727t2-qw,"Troncatrice radiale 54V XR FLEXVOLT

The DCS727 offers the ultimate combination of accuracy, power and cordless freedom. Engineered for repeatable accuracy with dual horizontal rails and a stainless steel detent plate with common angles at 0, 15, 22.5, 31.6, 35.3 and 45 degrees, the 54V brushless motor also offers a maximum cutting capacity of 305 x 77mm. Other features include Wireless Tool Control to enable automatic stop start dust extraction when used with the DCV586M, XPS crosscut positioning system for the ultimate in accuracy and visibility with no calibration needed and machined side handles for increased portability on site.",/images/dewalt_products_elettroutensili/Troncatriceradiale54VXRFLEXVOLT.webp
18V XR 4 PC KIT,dck428p3t-qw,"18V XR 4 PC KIT

",/images/dewalt_products_elettroutensili/18VXR4PCKIT.webp
Pistola termica XR 18V (senza batterie e caricbatteria),dce530n-xj,"Pistola termica XR 18V (senza batterie e caricbatteria)

The DCE530 is our first dedicated cordless heat gun designed for many users and applications on site such as shrinking electrical tubing, bending PVC pipes, drying materials, loosening nuts and bolts and many more. Compatible with all 18V XR batteries the DCE530 features a compact size, 2 temperature settings with a maximum of 530°C to allow for maximum versatility in applications and a lock on switch to improve comfort in longer jobs.",/images/dewalt_products_elettroutensili/PistolatermicaXR18Vsenzabatterieecaricbatteria.webp
Aspiratore di polvere universale 18V XR - 1 X 2Ah,dwh161d1-qw,"Aspiratore di polvere universale 18V XR - 1 X 2Ah

The DEWALT universal dust extractor is a portable, independent, self contained solution for removing concrete, wood and other dust sources on site without the need for cords. Powered by a brushless motor the DWH161 can be used with 18V XR and XR FLEXVOLT batteries and can be used on all brands of power tools for ultimate versatility on the toughest job sites. Other features include Wireless Tool Control to enable automatic stop start with compatible products, a 1M flexible hose and a carry strap for portability.",/images/dewalt_products_elettroutensili/Aspiratoredipolvereuniversale18VXR-1X2Ah.webp
Scanalatrice XR Flexvolt 54V (in valigetta senza batterie e caricbatteria),dcg200nt-xj,"Scanalatrice XR Flexvolt 54V (in valigetta senza batterie e caricbatteria)

The world's first cordless wall chaser, powered by 54V XR FLEXVOLT batteries and a brushless motor to deliver a maximum cutting depth of 32mm into solid concrete with an adjustable cutting width from 8 to 35mm. Other features include Wireless Tool Control to enable automatic stop start dust extraction when used with the DCV586M, tool free cutting depth adjustment with park position and an electronic clutch to protect the user from kick back.",/images/dewalt_products_elettroutensili/ScanalatriceXRFlexvolt54Vinvaligettasenzabatterieecaricbatteria.webp
Aspiratore di polvere universale 18V XR - unità nuda,dwh161n-xj,"Aspiratore di polvere universale 18V XR - unità nuda

The DEWALT universal dust extractor is a portable, independent, self contained solution for removing concrete, wood and other dust sources on site without the need for cords. Powered by a brushless motor the DWH161 can be used with 18V XR and XR FLEXVOLT batteries and can be used on all brands of power tools for ultimate versatility on the toughest job sites. Other features include Wireless Tool Control to enable automatic stop start with compatible products, a 1M flexible hose and a carry strap for portability.",/images/dewalt_products_elettroutensili/Aspiratoredipolvereuniversale18VXR-unitànuda.webp
Martello Demo-perforatore 52mm 19.4J XR Flexvolt 54V (in valigetta senza batterie e caricbatteria),dch773n-xj,"Martello Demo-perforatore 52mm 19.4J XR Flexvolt 54V (in valigetta senza batterie e caricbatteria)

The hardest hitting cordless SDS max hammer on the market. The DEWALT 54V brushless motor and 12Ah high capacity battery delivers 19.4 Joules of impact energy which offers a maximum drilling capacity of 52mm in solid concrete. Despite its high performance the DCH733 features class leading vibration of 10.1m/s2 thanks to Perform and Protect features including an Active Vibration Control handle and an anti-rotation system which detects a loss of tool control and reacts instantly by cutting power.",/images/dewalt_products_elettroutensili/MartelloDemo-perforatore52mm194JXRFlexvolt54Vinvaligettasenzabatterieecaricbatteria.webp
Martello Demo-perforatore 52mm 19.4J XR Flexvolt 54V 2 x FV 12.0Ah,dch773y2-qw,"Martello Demo-perforatore 52mm 19.4J XR Flexvolt 54V 2 x FV 12.0Ah

The hardest hitting cordless SDS max hammer on the market. The DEWALT 54V brushless motor and 12Ah high capacity battery delivers 19.4 Joules of impact energy which offers a maximum drilling capacity of 52mm in solid concrete. Despite its high performance the DCH733 features class leading vibration of 10.1m/s2 thanks to Perform and Protect features including an Active Vibration Control handle and an anti-rotation system which detects a loss of tool control and reacts instantly by cutting power.",/images/dewalt_products_elettroutensili/MartelloDemo-perforatore52mm194JXRFlexvolt54V2xFV120Ah.webp
"Avvitatore a impulsi compatto Attacco 1/4"" XR 12V 2 x 2.0Ah",dcf801d2-qw,"Avvitatore a impulsi compatto Attacco 1/4"" XR 12V 2 x 2.0Ah

The DCF801 12V XR impact driver is designed for precision applications like small fasteners, but also can handle up to an M10 bolt. Small enough to fit in the tightest places at only 125mm long and enough power to get the job done with 163Nm of torque. It also features a 3 mode switch with Precision Drive for the most precise applications and 3 LEDs positioned on the nosecone to illuminate all work areas.",/images/dewalt_products_elettroutensili/AvvitatoreaimpulsicompattoAttacco14XR12V2x20Ah.webp
"Avviatore a Impulsi Compatto Attacco 3/8"" XR 12V 2x2.0Ah",dcf902d2-qw,"Avviatore a Impulsi Compatto Attacco 3/8"" XR 12V 2x2.0Ah

",/images/dewalt_products_elettroutensili/AvviatoreaImpulsiCompattoAttacco38XR12V2x20Ah.webp
"Trapano avvitatore Compatto Attacco 1/4"" XR 12V 2x2.0Ah",dcf601d2-qw,"Trapano avvitatore Compatto Attacco 1/4"" XR 12V 2x2.0Ah

The DCF601 12V XR screwdriver is designed for all of those hard to reach fasteners that need the control of a clutch.  Small enough to fit in the tightest places at only 122mm long and enough power to get the job done. It also features 15 torque settings with spindle lock to enable fasteners to be hand tightened and 3 LEDs positioned on the nosecone to illuminate all work areas.",/images/dewalt_products_elettroutensili/TrapanoavvitatoreCompattoAttacco14XR12V2x20Ah.webp
"Kit 18VXR brushless Trapano avvitatore con percusisone e Avvitatore ad impulsi 1/4"" - 2 XR18V 4Ah",dck2062m2t-qw,"Kit 18VXR brushless Trapano avvitatore con percusisone e Avvitatore ad impulsi 1/4"" - 2 XR18V 4Ah

",/images/dewalt_products_elettroutensili/Kit18VXRbrushlessTrapanoavvitatoreconpercusisoneeAvvitatoreadimpulsi14-2XR18V4Ah.webp
"KIT Trapano avvitatore + Avvitatore impulsi 1/4"" XR 12V 2 x 3.0Ah",dck2110l2t-qw,"KIT Trapano avvitatore + Avvitatore impulsi 1/4"" XR 12V 2 x 3.0Ah

The DCD701 12V XR drill driver is designed for precision applications like small pilot holes, but also can handle up to a 20mm drill bit into Timber. Small enough to fit in the tightest places at only 152mm long and enough power to get the job done with 57.5Nm of torque and a 2 speed transmission.  It also features a bright LED positioned on the foot to illuminate all work areas.  The DCF801 12V XR impact driver is designed for precision applications like small fasteners, but also can handle up to an M10 bolt. Small enough to fit in the tightest places at only 125mm long and enough power to get the job done with 163Nm of torque. It also features a 3 mode switch with Precision Drive for the most precise applications and 3 LEDs positioned on the nosecone to illuminate all work areas.",/images/dewalt_products_elettroutensili/KITTrapanoavvitatoreAvvitatoreimpulsi14XR12V2x30Ah.webp
Levigatrice Roto-Orbitale 125mm XR 18V (in valigetta senza batterie e caricbatteria),dcw210nt-xj,"Levigatrice Roto-Orbitale 125mm XR 18V (in valigetta senza batterie e caricbatteria)

Our 18V XR brushless 125mm random orbital sander provides you with the power and runtime to get the job done. A 2.6mm orbit and variable speed control provides a high surface finish in all applications.  Use the included dust bag or switch to an extractor with the Airlock compatible outlet.",/images/dewalt_products_elettroutensili/LevigatriceRoto-Orbitale125mmXR18Vinvaligettasenzabatterieecaricbatteria.webp
Troncatrice per metalli 255mm,d28730-qs,"Troncatrice per metalli 255mm

",/images/dewalt_products_elettroutensili/Troncatricepermetalli255mm.webp
Elettrofresatrice ad affindamento e a base fissa XR 18V 2 x 5.0Ah,dcw604p2-qw,"Elettrofresatrice ad affindamento e a base fissa XR 18V 2 x 5.0Ah

The DCW604 cordless router is powered by a brushless motor for enhanced runtime and performance and is compatible with all 18V XR batteries. Featuring variable speed control and supplied with body grip and plunge bases with fine height adjustment for the ultimate versatility in applications. Dual LED lights built into the aluminium housing help illuminate the work piece and provide superior bit visibility.",/images/dewalt_products_elettroutensili/ElettrofresatriceadaffindamentoeabasefissaXR18V2x50Ah.webp
Troncatrice per metalli 255mm,d28730-qs,"Troncatrice per metalli 255mm

",/images/dewalt_products_elettroutensili/Troncatricepermetalli255mm.webp
Troncatrice per metalli 255mm,d28730-qs,"Troncatrice per metalli 255mm

",/images/dewalt_products_elettroutensili/Troncatricepermetalli255mm.webp
Elettrofresatrice ad affindamento e a base fissa XR 18V (in valigetta senza batterie e caricbatteria),dcw604nt-xj,"Elettrofresatrice ad affindamento e a base fissa XR 18V (in valigetta senza batterie e caricbatteria)

The DCW604 cordless router is powered by a brushless motor for enhanced runtime and performance and is compatible with all 18V XR batteries. Featuring variable speed control and supplied with body grip and plunge bases with fine height adjustment for the ultimate versatility in applications. Dual LED lights built into the aluminium housing help illuminate the work piece and provide superior bit visibility.",/images/dewalt_products_elettroutensili/ElettrofresatriceadaffindamentoeabasefissaXR18Vinvaligettasenzabatterieecaricbatteria.webp
Trapano Avvitatore Compatto 2 Velocità e 18V motore BRUSHLESS,dcd708l2t-qw,"Trapano Avvitatore Compatto 2 Velocità e 18V motore BRUSHLESS

",/images/dewalt_products_elettroutensili/TrapanoAvvitatoreCompatto2Velocitàe18VmotoreBRUSHLESS.webp
Trapano avvitatore con percussione Brushless compatto 18V XR - 2 X 3Ah,dcd709l2t-qw,"Trapano avvitatore con percussione Brushless compatto 18V XR - 2 X 3Ah

A powerful yet compact 18V hammer drill driver, with a length of just 175mm and a 2 speed brushless motor that delivers 65Nm of torque and extended runtime, this drill is capable of even the most demanding applications. Other features include a foot LED for better workpiece illumination and a belt hook for easy carrying when not in use.",/images/dewalt_products_elettroutensili/TrapanoavvitatoreconpercussioneBrushlesscompatto18VXR-2X3Ah.webp
Trapano Avviatore con Persussione Compatto XR 18V 2 x 2.0Ah,dcd709d2t-qw,"Trapano Avviatore con Persussione Compatto XR 18V 2 x 2.0Ah

Un trapano avvitatore a percussione da 18 V potente ma compatto, con una lunghezza di soli 175 mm e un motore brushless a 2 velocità che eroga 65 Nm di coppia e un'autonomia prolungata, questo trapano è in grado di affrontare anche le applicazioni più impegnative. Altre caratteristiche includono un LED sul piede per una migliore illuminazione del pezzo da lavorare e un gancio per cintura per un facile trasporto quando non in uso.",/images/dewalt_products_elettroutensili/TrapanoAvviatoreconPersussioneCompattoXR18V2x20Ah.webp
"Avviatore a Impulsi Compatto Attacco 1/4"" XR 18V 2x2.0Ah",dcf809d2t-qw,"Avviatore a Impulsi Compatto Attacco 1/4"" XR 18V 2x2.0Ah

Our most compact 18V impact driver ever at 131mm, the DEWALT brushless motor delivers 190Nm of torque for the toughest of applications and extended runtime. Other features include a ring of three LEDS around the quick release bit holder for enhanced visibility.",/images/dewalt_products_elettroutensili/AvviatoreaImpulsiCompattoAttacco14XR18V2x20Ah.webp
Smerigliatrice Angolare a testa piatta 125mm XR 18V (in valigetta senza batterie e caricbatteria),dcg405fnt-xj,"Smerigliatrice Angolare a testa piatta 125mm XR 18V (in valigetta senza batterie e caricbatteria)

The 18V XR brushless grinder is also available as a flat gear head version, this allows the end user to work in smaller confined applications.  The electronic clutch reduces kick back in the event of a stall and the electronic brake ensures the disc stops quickly and safely.",/images/dewalt_products_elettroutensili/SmerigliatriceAngolareatestapiatta125mmXR18Vinvaligettasenzabatterieecaricbatteria.webp
Aspiratore solidi/liquidi XR Flexvolt 54V  (senza batterie e caricbatteria),dcv586mn-xj,"Aspiratore solidi/liquidi XR Flexvolt 54V  (senza batterie e caricbatteria)

Grazie alla tecnologia XR FLEXVOLT® da 54V, il DCV586M è la soluzione di aspirazione più avanzata per una nuova generazione di utensili a batteria e la chiave per sbloccare il cantiere senza fili. Il motore brushless DEWALT® e la batteria XR FLEXVOLT® ad alta capacità, abbinati a doppi filtri certificati M-Class con pulizia automatica, offrono prestazioni e autonomia potenti e costanti per le applicazioni più impegnative. Altre caratteristiche sono il telecomando per il funzionamento senza fili, l'alloggiamento della batteria incassato per proteggerlo dalle condizioni del cantiere e la compatibilità TSTAK. Unità nuda, batterie e caricabatterie venduti separatamente.",/images/dewalt_products_elettroutensili/AspiratoresolidiliquidiXRFlexvolt54Vsenzabatterieecaricbatteria.webp
